Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,
Data,5,record,timestamp,745213103,s,position_lat,404391052,semicircles,position_long,-1400392845,semicircles,distance,23239.47,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213109,s,position_lat,404389964,semicircles,position_long,-1400391463,semicircles,distance,23254.23,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213114,s,position_lat,404388877,semicircles,position_long,-1400390080,semicircles,distance,23269.0,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213120,s,position_lat,404387789,semicircles,position_long,-1400388698,semicircles,distance,23283.75,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213125,s,position_lat,404386701,semicircles,position_long,-1400387315,semicircles,distance,23298.51,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213131,s,position_lat,404385613,semicircles,position_long,-1400385933,semicircles,distance,23313.27,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213136,s,position_lat,404384526,semicircles,position_long,-1400384550,semicircles,distance,23328.03,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213142,s,position_lat,404383438,semicircles,position_long,-1400383167,semicircles,distance,23342.79,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213147,s,position_lat,404382350,semicircles,position_long,-1400381785,semicircles,distance,23357.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213153,s,position_lat,404381262,semicircles,position_long,-1400380402,semicircles,distance,23372.31,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213158,s,position_lat,404380174,semicircles,position_long,-1400379020,semicircles,distance,23387.07,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213164,s,position_lat,404379087,semicircles,position_long,-1400377637,semicircles,distance,23401.83,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213169,s,position_lat,404377999,semicircles,position_long,-1400376255,semicircles,distance,23416.59,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213175,s,position_lat,404376911,semicircles,position_long,-1400374872,semicircles,distance,23431.35,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213180,s,position_lat,404375823,semicircles,position_long,-1400373490,semicircles,distance,23446.11,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213185,s,position_lat,404374852,semicircles,position_long,-1400372177,semicircles,distance,23459.74,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213190,s,position_lat,404373880,semicircles,position_long,-1400370865,semicircles,distance,23473.36,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213195,s,position_lat,404372909,semicircles,position_long,-1400369553,semicircles,distance,23486.98,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213201,s,position_lat,404371937,semicircles,position_long,-1400368240,semicircles,distance,23500.61,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213206,s,position_lat,404370966,semicircles,position_long,-1400366928,semicircles,distance,23514.23,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213211,s,position_lat,404369994,semicircles,position_long,-1400365616,semicircles,distance,23527.86,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213216,s,position_lat,404369023,semicircles,position_long,-1400364303,semicircles,distance,23541.48,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213221,s,position_lat,404368148,semicircles,position_long,-1400362991,semicircles,distance,23554.52,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213226,s,position_lat,404367273,semicircles,position_long,-1400361679,semicircles,distance,23567.57,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213230,s,position_lat,404366398,semicircles,position_long,-1400360366,semicircles,distance,23580.61,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213236,s,position_lat,404365515,semicircles,position_long,-1400358935,semicircles,distance,23594.42,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213241,s,position_lat,404364633,semicircles,position_long,-1400357503,semicircles,distance,23608.25,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213246,s,position_lat,404363750,semicircles,position_long,-1400356071,semicircles,distance,23622.06,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213251,s,position_lat,404362867,semicircles,position_long,-1400354640,semicircles,distance,23635.88,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213256,s,position_lat,404361984,semicircles,position_long,-1400353208,semicircles,distance,23649.7,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213261,s,position_lat,404361244,semicircles,position_long,-1400351848,semicircles,distance,23662.3,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213266,s,position_lat,404360505,semicircles,position_long,-1400350488,semicircles,distance,23674.9,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213270,s,position_lat,404359765,semicircles,position_long,-1400349128,semicircles,distance,23687.5,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213275,s,position_lat,404359025,semicircles,position_long,-1400347768,semicircles,distance,23700.09,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213280,s,position_lat,404358286,semicircles,position_long,-1400346408,semicircles,distance,23712.69,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213285,s,position_lat,404357488,semicircles,position_long,-1400344782,semicircles,distance,23727.32,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213291,s,position_lat,404356690,semicircles,position_long,-1400343157,semicircles,distance,23741.96,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213296,s,position_lat,404355892,semicircles,position_long,-1400341531,semicircles,distance,23756.59,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213301,s,position_lat,404355094,semicircles,position_long,-1400339906,semicircles,distance,23771.22,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213307,s,position_lat,404354296,semicircles,position_long,-1400338280,semicircles,distance,23785.85,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213312,s,position_lat,404353498,semicircles,position_long,-1400336654,semicircles,distance,23800.48,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213318,s,position_lat,404352701,semicircles,position_long,-1400335029,semicircles,distance,23815.11,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213323,s,position_lat,404351903,semicircles,position_long,-1400333403,semicircles,distance,23829.75,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213329,s,position_lat,404351105,semicircles,position_long,-1400331778,semicircles,distance,23844.38,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213334,s,position_lat,404350307,semicircles,position_long,-1400330152,semicircles,distance,23859.01,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213340,s,position_lat,404349509,semicircles,position_long,-1400328527,semicircles,distance,23873.64,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213345,s,position_lat,404348711,semicircles,position_long,-1400326901,semicircles,distance,23888.27,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213351,s,position_lat,404347914,semicircles,position_long,-1400325276,semicircles,distance,23902.91,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213356,s,position_lat,404347116,semicircles,position_long,-1400323650,semicircles,distance,23917.54,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213361,s,position_lat,404346318,semicircles,position_long,-1400322025,semicircles,distance,23932.17,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213367,s,position_lat,404345520,semicircles,position_long,-1400320399,semicircles,distance,23946.8,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213372,s,position_lat,404344685,semicircles,position_long,-1400318753,semicircles,distance,23961.75,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213378,s,position_lat,404343850,semicircles,position_long,-1400317106,semicircles,distance,23976.7,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213384,s,position_lat,404343015,semicircles,position_long,-1400315460,semicircles,distance,23991.65,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213389,s,position_lat,404342179,semicircles,position_long,-1400313814,semicircles,distance,24006.6,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213395,s,position_lat,404341344,semicircles,position_long,-1400312167,semicircles,distance,24021.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213400,s,position_lat,404340509,semicircles,position_long,-1400310521,semicircles,distance,24036.5,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213406,s,position_lat,404339674,semicircles,position_long,-1400308874,semicircles,distance,24051.45,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213412,s,position_lat,404338839,semicircles,position_long,-1400307228,semicircles,distance,24066.4,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213417,s,position_lat,404338004,semicircles,position_long,-1400305582,semicircles,distance,24081.35,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213423,s,position_lat,404337169,semicircles,position_long,-1400303935,semicircles,distance,24096.3,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213428,s,position_lat,404336247,semicircles,position_long,-1400302330,semicircles,distance,24111.43,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213434,s,position_lat,404335325,semicircles,position_long,-1400300725,semicircles,distance,24126.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213440,s,position_lat,404334403,semicircles,position_long,-1400299120,semicircles,distance,24141.67,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213445,s,position_lat,404333481,semicircles,position_long,-1400297514,semicircles,distance,24156.8,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213451,s,position_lat,404332559,semicircles,position_long,-1400295909,semicircles,distance,24171.92,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213456,s,position_lat,404331637,semicircles,position_long,-1400294304,semicircles,distance,24187.05,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213462,s,position_lat,404330715,semicircles,position_long,-1400292699,semicircles,distance,24202.17,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213468,s,position_lat,404329793,semicircles,position_long,-1400291094,semicircles,distance,24217.3,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213473,s,position_lat,404328872,semicircles,position_long,-1400289488,semicircles,distance,24232.42,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213479,s,position_lat,404327950,semicircles,position_long,-1400287883,semicircles,distance,24247.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213485,s,position_lat,404327028,semicircles,position_long,-1400286278,semicircles,distance,24262.67,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213490,s,position_lat,404326113,semicircles,position_long,-1400284727,semicircles,distance,24277.41,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213496,s,position_lat,404325198,semicircles,position_long,-1400283176,semicircles,distance,24292.15,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213501,s,position_lat,404324284,semicircles,position_long,-1400281625,semicircles,distance,24306.9,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213507,s,position_lat,404323369,semicircles,position_long,-1400280074,semicircles,distance,24321.64,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213512,s,position_lat,404322454,semicircles,position_long,-1400278523,semicircles,distance,24336.38,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745213518,s,position_lat,404321540,semicircles,position_long,-1400276972,semicircles,distance,24351.12,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
